protocol,connection_time,latency_avg,latency_min,latency_max,latency_mdev,packet_loss,jitter,throughput,file_transfer_time,cpu_usage_h1,mem_usage_h1,cpu_usage_h2,mem_usage_h2
PPTP,4.911494255065918,84.82,61.5,180.0,31.791423371720867,0.0,27.678947368421056,,0.16912603378295898,0.0,49.26,0.0,49.26
L2TP,3.1862316131591797,76.385,62.4,133.0,19.89457903550613,0.0,9.526315789473687,,0.13804340362548828,0.3,49.36,0.2,49.36
PPTP,4.044751167297363,76.91,61.8,137.0,17.635869697862933,0.0,12.910526315789474,,0.13418984413146973,0.0,49.26,0.2,49.26
L2TP,3.6866562366485596,75.55499999999999,62.5,99.7,12.055640795909607,0.0,12.268421052631581,,0.13506674766540527,0.0,49.31,0.0,49.31
PPTP,4.611198425292969,94.705,62.5,205.0,43.22167829920536,0.0,37.23684210526316,,0.14182591438293457,0.2,49.11,0.4,49.11
L2TP,3.0857369899749756,87.56,61.5,248.0,50.995366456179134,0.0,41.37894736842105,,0.14382243156433105,0.2,49.14,0.2,49.14
PPTP,4.7001893520355225,78.08,62.5,120.0,14.73430011910983,0.0,17.573684210526313,,0.14089584350585938,0.4,49.21,0.0,49.21
L2TP,3.3850884437561035,77.23,61.7,123.0,17.64896880840351,0.0,19.589473684210525,,0.1955397129058838,0.2,49.26,0.4,49.26
PPTP,4.792548894882202,74.25500000000001,62.4,150.0,24.286322796998313,0.0,19.436842105263157,,0.21414494514465332,0.0,49.21,0.2,49.21
L2TP,3.9607319831848145,97.805,62.5,224.0,51.928570893102766,0.0,49.084210526315786,,0.13603544235229492,0.2,49.26,0.2,49.26
PPTP,4.088499307632446,75.17500000000003,62.5,148.0,19.818018947412476,0.0,18.105263157894736,,0.13094186782836914,2.8,50.46,2.6,50.36
L2TP,3.523026466369629,69.32,61.5,83.0,7.002328184254147,0.0,9.63157894736842,,0.13104677200317383,3.2,50.41,4.1,50.41
PPTP,4.539282560348511,67.82000000000001,60.8,85.0,6.47299003552454,0.0,6.3315789473684205,,0.13205480575561523,3.6,50.41,2.7,50.41
L2TP,4.8706817626953125,65.97500000000001,61.8,90.8,6.41138635553965,0.0,5.7368421052631575,,0.1301708221435547,3.3,50.46,2.3,50.46
PPTP,3.34356689453125,66.235,60.8,79.1,4.752922784981889,0.0,5.026315789473687,,0.14283132553100586,3.7,50.48,2.5,50.48
L2TP,4.016650676727295,66.7,62.5,84.9,5.758732499430756,0.0,4.910526315789473,,0.12862253189086914,3.0,50.53,4.1,50.53
PPTP,4.348182201385498,67.13499999999999,61.8,79.1,4.4346674057926805,0.0,5.105263157894734,,0.1301126480102539,3.0,50.61,3.1,50.58
L2TP,3.178037405014038,63.05500000000001,60.5,67.4,1.8078924193657118,0.0,1.7736842105263175,,0.12916898727416992,3.0,50.53,2.3,50.53
PPTP,4.4080071449279785,64.04499999999999,61.1,72.3,2.9069700720853655,0.0,2.873684210526315,,0.1349790096282959,2.9,50.56,3.1,50.53
L2TP,4.432191848754883,65.625,61.3,75.2,4.133143476822454,0.0,3.9000000000000012,,0.12912392616271973,2.9,50.56,3.3,50.56
PPTP,3.291982650756836,65.975,61.5,82.0,4.953672879793335,0.0,5.347368421052632,,0.15606093406677246,2.8,50.64,2.8,50.64
L2TP,3.918916940689087,68.89000000000001,60.5,119.0,12.653888730346887,0.0,8.921052631578947,,0.18288183212280273,3.1,50.71,2.8,50.71
PPTP,4.016407251358032,64.98500000000001,61.5,76.1,3.2285097181207303,0.0,3.263157894736843,,0.12816214561462402,2.8,50.69,3.0,50.69
L2TP,4.763736248016357,67.20000000000002,61.5,80.4,4.830734933734204,0.0,5.300000000000002,,0.14288043975830078,3.0,50.53,3.2,50.51
PPTP,4.904687881469727,64.43500000000002,61.5,71.3,2.5834618247614953,0.0,2.6368421052631574,,0.13923978805541992,3.2,50.56,4.3,50.56
L2TP,3.2482848167419434,69.81500000000001,61.5,133.0,15.398547821142095,0.0,11.794736842105264,,0.13152575492858887,3.7,50.61,3.3,50.61
PPTP,3.02023983001709,67.57499999999999,61.9,83.0,5.79567726844758,0.0,6.052631578947367,,0.12802958488464355,2.9,50.66,2.7,50.66
L2TP,4.698969841003418,68.565,61.5,110.0,10.954691917164991,0.0,8.921052631578947,,0.13208961486816406,3.8,50.66,3.7,50.66
PPTP,4.549755811691284,66.78,61.5,83.9,5.414388238757914,0.0,5.573684210526316,,0.13596487045288086,2.6,50.69,3.3,50.69
L2TP,3.8736863136291504,65.43500000000002,61.5,81.4,4.554039415727538,0.0,4.700000000000001,,0.12766742706298828,3.7,50.76,2.7,50.74
PPTP,4.1657538414001465,65.25500000000001,60.8,79.1,4.616651925367559,0.0,4.310526315789472,,0.12923765182495117,2.9,50.61,3.6,50.61
L2TP,3.3806707859039307,66.32000000000001,60.9,80.3,4.6755320552852595,0.0,4.563157894736844,,0.12910890579223633,2.5,50.61,2.7,50.61
PPTP,3.175626039505005,64.24,60.7,78.1,4.155165460002765,0.0,3.6526315789473696,,0.12720537185668945,2.9,50.64,2.5,50.64
L2TP,3.1793203353881836,64.89,61.1,76.2,4.1801794219865736,0.0,3.3578947368421046,,0.13013219833374023,3.0,50.71,3.4,50.71
PPTP,3.317197322845459,64.45000000000002,61.5,69.1,2.6401704490430156,0.0,3.494736842105265,,0.14615201950073242,2.5,50.76,3.0,50.76
L2TP,4.035802841186523,65.045,62.2,70.5,2.662794584642232,0.0,3.073684210526315,,0.1417689323425293,2.8,50.76,4.1,50.76
PPTP,3.978703737258911,68.535,62.2,82.0,5.78267023095732,0.0,5.873684210526313,,0.1265101432800293,2.0,50.58,3.0,50.58
L2TP,4.3055408000946045,66.85499999999999,61.5,92.8,6.829822472070559,0.0,5.7368421052631575,,0.13012003898620605,2.7,50.61,2.1,50.79
PPTP,3.687368154525757,64.72,61.5,76.2,3.6636866678251843,0.0,3.405263157894738,,0.12652325630187988,4.2,50.71,2.7,50.69
L2TP,3.405352830886841,66.6,61.5,99.6,8.852570248238642,0.0,8.078947368421053,,0.14099359512329102,3.3,50.74,3.0,50.74
PPTP,3.814868927001953,65.94500000000002,61.8,86.4,5.54810553252189,0.0,5.400000000000002,,0.13116097450256348,3.0,50.76,2.3,50.76
L2TP,3.7054738998413086,66.11500000000001,60.5,75.2,5.265859379056756,0.0,4.55263157894737,,0.13119268417358398,2.7,50.79,2.9,50.79
PPTP,4.574129104614258,68.495,62.4,91.8,7.8605645471556285,0.0,8.463157894736844,,0.12813758850097656,4.1,50.64,3.9,50.61
L2TP,4.591145992279053,65.11,61.5,78.1,4.4008976357102405,0.0,4.563157894736841,,0.1322922706604004,3.3,50.69,3.3,50.69
PPTP,3.5239663124084473,66.63500000000002,61.5,74.2,3.571172776553943,0.0,4.957894736842104,,0.13012981414794922,3.0,50.74,2.7,50.74
L2TP,4.02332329750061,68.975,60.9,101.0,9.096860722249186,0.0,7.652631578947367,,0.13009023666381836,3.2,50.76,4.7,50.71
PPTP,4.752664804458618,68.575,60.9,89.8,8.829828707285321,0.0,10.257894736842104,,0.13181209564208984,3.2,50.79,3.5,50.79
L2TP,3.9429686069488525,65.11999999999999,61.5,75.2,3.8172765160517255,0.0,4.663157894736843,,0.13157987594604492,2.7,50.81,4.7,50.81
PPTP,4.05021595954895,64.65,61.5,71.9,2.855258307053847,0.0,3.16842105263158,,0.1257309913635254,2.4,50.86,2.5,50.86
L2TP,3.8874526023864746,67.45,61.4,84.9,5.973566773712336,0.0,7.631578947368421,,0.13312911987304688,3.6,50.64,2.7,50.66
PPTP,3.5735554695129395,65.66,61.4,72.2,3.4076971696440395,0.0,4.2368421052631575,,0.14384770393371582,3.3,50.74,3.5,50.74
L2TP,4.089363098144531,66.25000000000001,61.4,84.0,5.62916512459885,0.0,6.326315789473682,,0.12919378280639648,3.3,50.79,3.3,50.76
PPTP,3.7029623985290527,66.82500000000002,60.9,93.5,7.036893846009047,0.0,4.6684210526315795,,0.14483165740966797,4.5,50.84,4.1,50.76
L2TP,3.028627872467041,69.64500000000001,60.9,108.0,11.569203732323155,0.0,7.257894736842106,,0.1457679271697998,2.7,50.79,2.5,50.79
PPTP,4.00569224357605,68.355,60.8,96.7,8.514779797505042,0.0,9.331578947368422,,0.12964868545532227,1.9,50.84,3.1,50.81
L2TP,3.94351863861084,66.0,60.8,78.1,4.442409256248235,0.0,4.847368421052632,,0.13988327980041504,3.8,50.64,2.5,50.61
PPTP,4.218211889266968,69.495,61.5,102.0,8.94441026563518,0.0,9.684210526315786,,0.13989734649658203,3.5,50.66,2.5,50.66
L2TP,3.353364944458008,66.05500000000002,61.7,75.2,4.213961912499921,0.0,4.526315789473682,,0.13271403312683105,2.9,47.94,3.5,47.94
PPTP,4.223302125930786,65.785,61.5,81.1,5.478893592688215,0.0,5.826315789473684,,0.13074827194213867,3.5,47.89,3.1,47.89
L2TP,4.141351222991943,66.58,61.4,77.1,5.522463218528485,0.0,5.947368421052633,,0.13793516159057617,3.4,47.97,2.8,47.97
PPTP,3.821603536605835,66.165,61.9,82.3,6.431661915865914,0.0,5.931578947368422,,0.15561556816101074,2.3,47.97,3.0,47.97
L2TP,3.6197140216827393,65.83500000000001,61.5,81.0,5.355490173644238,0.0,3.6052631578947385,,0.1331031322479248,3.8,47.84,3.2,47.84
PPTP,4.668147087097168,66.3,61.4,79.1,5.0509405064799555,0.0,6.136842105263159,,0.126206636428833,2.1,47.89,3.4,47.89
L2TP,3.0849268436431885,65.74,60.9,73.3,3.4840206658399717,0.0,3.221052631578948,,0.13211488723754883,2.2,47.94,3.3,47.94
PPTP,3.108301877975464,65.34,62.2,74.3,3.7682091237085005,0.0,4.484210526315787,,0.14087986946105957,3.1,47.99,3.8,47.99
L2TP,4.175923824310303,65.76,61.5,106.0,9.49723117545319,0.0,6.757894736842107,,0.12817597389221191,3.8,48.02,2.8,48.02
PPTP,4.631879091262817,64.71000000000001,61.5,71.6,3.3299999999999996,0.0,4.115789473684211,,0.13023114204406738,2.9,48.07,4.1,48.07
L2TP,4.828915357589722,64.12,61.4,70.3,2.916093276971778,0.0,3.194736842105265,,0.12646746635437012,4.3,47.89,3.2,47.89
PPTP,4.167710065841675,65.88500000000002,62.0,74.1,3.7554327313906177,0.0,4.578947368421052,,0.1320796012878418,2.2,47.92,1.7,47.92
L2TP,3.830735921859741,66.54,62.5,77.2,4.440427907308032,0.0,3.4368421052631577,,0.1316821575164795,3.4,47.99,2.5,47.97
PPTP,4.834470987319946,66.915,61.5,84.9,6.009099350152234,0.0,4.710526315789475,,0.14232873916625977,3.3,48.04,4.4,48.02
L2TP,3.0401253700256348,66.08500000000001,61.1,82.9,6.179828072042135,0.0,6.605263157894737,,0.15187954902648926,3.0,48.02,3.1,48.02
PPTP,4.2123823165893555,66.925,61.7,84.0,6.4738609036648285,0.0,6.757894736842106,,0.13014936447143555,3.4,48.09,3.0,48.09
L2TP,3.582284450531006,64.66999999999999,60.8,76.2,4.049703692864456,0.0,3.742105263157895,,0.1350715160369873,3.5,47.94,2.8,47.97
PPTP,3.9792983531951904,69.21000000000001,61.8,85.8,6.334658633265095,0.0,5.168421052631579,,0.1316683292388916,3.1,47.99,4.0,47.99
L2TP,4.693495035171509,66.97500000000001,62.5,78.1,4.35119236531781,0.0,4.7,,0.13310980796813965,2.6,48.02,4.3,48.02
PPTP,3.62973690032959,65.32500000000002,62.4,73.3,4.008101171377788,0.0,3.6894736842105273,,0.16337227821350098,3.0,48.02,3.5,48.02
L2TP,3.140251874923706,70.65,61.5,102.0,9.541671761279572,0.0,9.16842105263158,,0.1340959072113037,3.6,48.04,4.4,48.04
PPTP,3.2723309993743896,68.035,61.5,85.1,5.606003478414903,0.0,4.9263157894736835,,0.15368962287902832,3.3,48.15,3.8,48.15
L2TP,3.5287511348724365,66.96000000000001,60.8,81.0,5.453842681999546,0.0,6.489473684210526,,0.1358661651611328,3.0,47.94,2.5,47.94
PPTP,3.9741387367248535,63.904999999999994,60.5,82.1,4.55658589296855,0.0,3.46842105263158,,0.12729263305664062,3.2,47.92,2.8,47.92
L2TP,3.7107315063476562,63.97000000000001,60.8,68.4,2.501019792004855,0.0,2.8421052631578965,,0.14121437072753906,3.9,47.97,3.2,47.97
PPTP,3.404402017593384,65.83000000000001,61.5,81.0,4.513878598278868,0.0,4.678947368421053,,0.13116979598999023,4.2,47.97,3.0,47.99
L2TP,3.8232839107513428,65.815,61.5,80.1,5.30916895568412,0.0,3.094736842105264,,0.1278998851776123,3.2,48.07,3.5,48.07
PPTP,3.5581743717193604,68.67,60.9,87.9,7.212981353088332,0.0,9.773684210526312,,0.129119873046875,3.0,48.09,3.7,48.09
L2TP,4.475494623184204,64.80000000000001,61.5,75.5,3.6603278541682576,0.0,3.6263157894736846,,0.1302318572998047,2.7,48.09,3.7,48.09
PPTP,4.332691431045532,66.99500000000002,61.5,77.1,4.134183716285476,0.0,4.636842105263157,,0.12621426582336426,3.0,47.94,2.3,47.94
L2TP,3.3205745220184326,65.61500000000001,61.5,75.0,3.198792741019649,0.0,3.0315789473684194,,0.12916088104248047,2.8,47.99,4.3,47.97
PPTP,3.8056273460388184,67.07500000000002,60.8,78.1,5.024925372580173,0.0,6.273684210526315,,0.1575171947479248,3.0,48.04,3.5,48.04
L2TP,4.1703057289123535,68.81500000000001,60.8,84.9,7.040332023420487,0.0,5.973684210526318,,0.1379683017730713,3.5,48.04,3.6,48.02
PPTP,4.024240970611572,69.14500000000001,61.8,89.8,8.399433016579154,0.0,9.221052631578948,,0.1311955451965332,4.1,48.07,2.1,48.07
L2TP,4.824336767196655,63.645,61.5,67.4,1.7625195034381909,0.0,1.55263157894737,,0.1539595127105713,3.3,48.12,2.5,48.12
PPTP,3.162776231765747,64.67000000000002,61.7,71.2,2.7247201691182896,0.0,3.236842105263158,,0.12520313262939453,2.7,47.97,2.7,47.97
L2TP,3.3996708393096924,64.65,61.5,72.3,3.1324910215354165,0.0,2.378947368421052,,0.1389777660369873,2.1,48.02,4.1,48.02
PPTP,3.684659481048584,65.68500000000002,60.8,97.7,7.742368823557815,0.0,5.721052631578949,,0.13564085960388184,4.3,47.94,2.9,47.94
L2TP,3.453791379928589,65.465,61.5,82.0,4.640395996033097,0.0,4.700000000000002,,0.14571595191955566,3.2,47.99,3.0,47.99
PPTP,3.16398024559021,68.28500000000001,61.5,90.8,8.178341824599897,0.0,8.01578947368421,,0.12717199325561523,2.8,48.04,3.3,48.04
L2TP,3.233684539794922,67.79,61.5,86.5,6.288076017352207,0.0,5.13157894736842,,0.13125228881835938,2.5,48.09,2.2,48.09
PPTP,3.948765516281128,66.98,61.5,90.7,6.718675464702845,0.0,6.363157894736843,,0.12862372398376465,3.3,48.15,4.0,48.15
L2TP,4.4485924243927,66.915,60.8,89.8,8.415834777370572,0.0,8.31578947368421,,0.128204345703125,3.3,47.97,3.4,47.97
PPTP,3.0964877605438232,65.60000000000001,61.5,83.0,5.02075691504777,0.0,5.210526315789476,,0.1457071304321289,3.7,48.04,3.0,48.04
L2TP,4.598371744155884,68.54500000000002,61.5,86.9,7.080146538031539,0.0,7.96315789473684,,0.1285104751586914,3.3,48.07,3.0,48.09
PPTP,3.743142604827881,67.125,62.5,84.0,4.6765238158273075,0.0,4.247368421052632,,0.12729907035827637,3.7,48.15,3.5,48.15
L2TP,3.2157464027404785,64.955,60.8,79.1,4.249173449036883,0.0,3.600000000000001,,0.12712764739990234,3.3,48.04,2.5,48.04
PPTP,4.392499685287476,66.86,61.9,82.1,6.019169377912537,0.0,5.552631578947369,,0.13048100471496582,3.1,48.07,3.3,48.07
L2TP,4.895640134811401,66.33500000000001,61.5,80.4,4.908388228329133,0.0,5.689473684210527,,0.13216733932495117,2.1,48.15,2.8,48.15
PPTP,4.615036964416504,65.22,60.8,81.0,5.291464825546892,0.0,4.221052631578946,,0.13546442985534668,3.8,48.2,3.0,48.22
L2TP,4.694423198699951,66.74000000000001,61.8,88.2,6.249191947764128,0.0,6.915789473684212,,0.13666224479675293,2.9,48.22,3.3,48.22
PPTP,3.047761917114258,67.025,61.5,88.9,7.175435526851315,0.0,7.894736842105263,,0.1379716396331787,3.7,48.35,4.1,48.32
L2TP,3.9857778549194336,68.18499999999999,61.5,78.1,5.513735122401146,0.0,7.647368421052629,,0.13326406478881836,3.3,48.12,3.6,48.12
PPTP,4.2595415115356445,66.8,60.9,79.1,4.18748134324202,0.0,4.168421052631579,,0.13214373588562012,3.3,48.22,3.0,48.22
L2TP,3.49371337890625,67.175,60.7,79.1,5.7031460616049445,0.0,6.610526315789474,,0.13308072090148926,2.7,48.2,2.3,48.2
PPTP,3.975472927093506,67.02500000000002,60.8,84.9,6.21497184225319,0.0,7.073684210526319,,0.12912368774414062,3.0,48.3,3.0,48.27
L2TP,4.375014305114746,65.13000000000001,60.4,77.1,3.7452770258019625,0.0,4.000000000000002,,0.1331624984741211,3.4,48.27,3.5,48.27
